,File_Name,Result
109,00007tamp7.jpg,Y
110,DSC_0154_scale.jpg,N
111,P1020791_scale.jpg,N
112,DSC_0201_scale.jpg,N
113,P1020817_scale.jpg,Y
114,nikon_7tamp12.jpg,Y
115,P1020739_scale.jpg,N
116,DSCN2329tamp5.jpg,N
117,DSC_0535tamp4.jpg,N
118,DSC_0457_scale.jpg,Y
119,DSC_1811tamp3.jpg,N
120,DSC_0090_scale.jpg,N
121,DSC_1032_scale.jpg,Y
122,DSC_0200_01_scale.jpg,N
123,DSC01640tamp13.jpg,N
124,P1000293_scale.jpg,Y
125,DSC_0032_01_scale.jpg,N
126,DSC_0131_scale.jpg,N
127,DSC_1242_scale.jpg,Y
128,DSC_0125_01_scale.jpg,N
129,DSC_0194_01_scale.jpg,N
130,DSC_1178_scale.jpg,N
131,DSC01172tamp9.jpg,Y
132,DSC_0648tamp3.jpg,Y
133,DSC_0097_scale.jpg,Y
134,nikon_7tamp14.jpg,Y
135,IMG_2554_scale.jpg,N
136,DSC_0034_01_scale.jpg,Y
137,P1020705_scale.jpg,N
138,DSCN2329_scale.jpg,N
139,DSC_0245_scale.jpg,N
140,DSC_0218_scale.jpg,Y
141,P1000472tamp14.jpg,N
142,P6300099tamp10.jpg,Y
143,DSC_0201_01_scale.jpg,N
144,DSC_0033_scale.jpg,Y
145,DSC_0407_scale.jpg,Y
146,P1020762_scale.jpg,N
147,IMG_2977_scale.jpg,N
148,P1020035_scale.jpg,N
149,DSC_1205_scale.jpg,N
150,DSC_0468_scale.jpg,N
151,DSC01192_scale.jpg,Y
152,DSC_0673_scale.jpg,N
153,DSC_1407_scale.jpg,N
154,DCAM0502_scale.jpg,N
155,DSC_1716_scale.jpg,N
156,P1000528tamp8.jpg,Y
157,DSC01172tamp3.jpg,Y
158,DSC_1422_scale.jpg,Y
159,DSCF1853tamp11.jpg,Y
160,DSC_1245_scale.jpg,N
161,DSC_0143_01_scale.jpg,N
162,DSC_0775_scale.jpg,Y
163,P7310182tamp9.jpg,N
164,DSC_0242_01tamp14.jpg,Y
165,DSC_0763_scale.jpg,N
166,P1020759_scale.jpg,N
167,DSCF1337tamp4.jpg,Y
168,DSC_1417_scale.jpg,N
169,P1020735_scale.jpg,N
170,DSC_0128_01_scale.jpg,N
171,DSC_1138_scale.jpg,N
172,DSC_0455_scale.jpg,N
173,DSC_0414_scale.jpg,Y
174,DSCF0018tamp6.jpg,Y
175,DSC_0185_scale.jpg,N
176,DSC_0084_01_scale.jpg,Y
177,P1020723_scale.jpg,Y
178,DSC_1201_scale.jpg,N
179,P7310182tamp11.jpg,N
180,PC190612tamp3.jpg,Y
181,DSC_0581_scale.jpg,Y
182,P7290459tamp3.jpg,N
183,P7110082_scale.jpg,Y
184,P6300099tamp3.jpg,Y
185,DSC_0136_scale.jpg,N
186,DSC_0225_scale.jpg,N
187,DSC01171_scale.jpg,N
188,IMG_2240_scale.jpg,N
